name,stars,count_reviews,coordinate,latitude,longitude,category
Halte Busway Tirtayasa,4.4,17,"-6.240068,106.8054621,17",-6.240068,106.8054621,bus_station
Halte Busway Tomang Mandala,4.5,40,"-6.1768813,106.7977939,17",-6.1768813,106.7977939,bus_station
Halte Busway Tosari,5.0,7,"-6.1916046,106.783639,12",-6.1916046,106.783639,bus_station
Halte Busway UNJ,4.3,79,"-6.1929119,106.8777905,17",-6.1929119,106.8777905,bus_station
Halte Busway Utan Kayu,5.0,1,"-6.1927219,106.8620084,17",-6.1927219,106.8620084,bus_station
Halte Busway Utan Kayu Rawamangun,3.0,5,"-6.1924887,106.8544341,14",-6.1924887,106.8544341,bus_station
Halte Busway Velbak,3.0,5,"-6.208428,106.7824432,15",-6.208428,106.7824432,bus_station
Halte Busway Velodrome,3.0,5,"-6.193495,106.8857826,17",-6.193495,106.8857826,bus_station
Halte Busway Walikota Jakarta Timur,4.4,126,"-6.2124846,106.9427898,17",-6.2124846,106.9427898,bus_station
Halte Busway Walikota Jakarta Utara,4.0,1,"-6.1657757,106.8780024,13",-6.1657757,106.8780024,bus_station
Halte Busway Warung Jati,4.5,62,"-6.2623689,106.8272207,17",-6.2623689,106.8272207,bus_station
Halte Busway Yos Sudarso Kodamar,4.4,51,"-6.16204,106.8791151,17",-6.16204,106.8791151,bus_station
RSUD Kembangan,3.8,1022,"-6.1946469,106.7337479,17",-6.1946469,106.7337479,hospital
RSUD Kalideres,3.5,299,"-6.1266978,106.7014663,17",-6.1266978,106.7014663,hospital
RSUD Taman Sari,3.5,275,"-6.1437872,106.8166447,17",-6.1437872,106.8166447,hospital
RS Cendana,4.5,88,"-6.187407,106.7584841,17",-6.187407,106.7584841,hospital
RS Ciputra Citragarden,3.7,13,"-6.12366,106.7025251,17",-6.12366,106.7025251,hospital
RS Dharmais,3.8,93,"-6.1867534,106.7953067,17",-6.1867534,106.7953067,hospital
RS dr. Soeharto Heerjan,4.4,309,"-6.1632727,106.785871,17",-6.1632727,106.785871,hospital
RS Hermina Daan Mogot,4.5,3838,"-6.1528552,106.7096487,17",-6.1528552,106.7096487,hospital
RS Jakarta Eye Center Kedoya,4.1,492,"-6.1895967,106.7590232,17",-6.1895967,106.7590232,hospital
RS Mitra Keluarga Kalideres,3.0,5,"-6.1496819,106.6996512,17",-6.1496819,106.6996512,hospital
RS Pelni Petamburan,5.0,2,"-6.1935988,106.8010653,17",-6.1935988,106.8010653,hospital
RS Pendidikan Ukrida,4.5,480,"-6.1850692,106.7779047,17",-6.1850692,106.7779047,hospital
RS Siloam Kebon Jeruk,4.1,1752,"-6.19043,106.7604451,17",-6.19043,106.7604451,hospital
RS Anggrek Mas,4.2,452,"-6.2030719,106.7700863,17",-6.2030719,106.7700863,hospital
RSIA Aries,3.0,4,"-6.1566834,106.8054217,17",-6.1566834,106.8054217,hospital
RSIA Harapan Kita,4.0,744,"-6.1847453,106.7964285,17",-6.1847453,106.7964285,hospital
RSIA Ibnu Sina,3.2,157,"-6.1603996,106.7935095,17",-6.1603996,106.7935095,hospital
RSU Bhakti Mulia,3.5,733,"-6.1995902,106.7980055,17",-6.1995902,106.7980055,hospital
RSU Graha Kedoya,3.9,1105,"-6.1683104,106.762354,17",-6.1683104,106.762354,hospital
RSU Manuela,4.6,5,"-6.150455,106.8232349,17",-6.150455,106.8232349,hospital
RSU Medika Permata Hijau,3.3,539,"-6.2181589,106.7753806,17",-6.2181589,106.7753806,hospital
RSU Patria Jakarta,3.2,325,"-6.1970767,106.7901063,17",-6.1970767,106.7901063,hospital
RSU Puri Indah,4.8,2249,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RSU Puri Mandiri Kedoya,3.9,1105,"-6.1878588,106.758996,17",-6.1878588,106.758996,hospital
RSU Royal Taruma,3.7,822,"-6.1664004,106.7829354,17",-6.1664004,106.7829354,hospital
RSU Sumber Waras,3.6,105,"-6.16626,106.7941851,17",-6.16626,106.7941851,hospital
RSUD Cempakaputih,3.6,316,"-6.1847813,106.8698823,17",-6.1847813,106.8698823,hospital
RSUD Joharbaru,3.8,317,"-6.1816368,106.8479014,17",-6.1816368,106.8479014,hospital
RSUD Tanahabang,4.3,235,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RSUD Tarakan Jakarta,3.6,1489,"-6.1718315,106.8077452,17",-6.1718315,106.8077452,hospital
RS Abdi Waluyo,4.4,1164,"-6.1898084,106.8267067,17",-6.1898084,106.8267067,hospital
RS Bina Estetika,4.4,50,"-6.1996312,106.8349365,17",-6.1996312,106.8349365,hospital
RS Dharma Jaya,2.5,2,"-6.225262,106.7417809,12",-6.225262,106.7417809,hospital
RS Dharma Sakti,4.4,309,"-6.1684609,106.8126903,17",-6.1684609,106.8126903,hospital
RS FKG Universitas Indonesia,4.3,166,"-6.194311,106.8461242,17",-6.194311,106.8461242,hospital
RS Islam Jakarta,3.9,98,"-6.2205677,106.9382226,17",-6.2205677,106.9382226,hospital
RS Jakarta Eye Center Menteng,4.0,434,"-6.198529,106.8342651,17",-6.198529,106.8342651,hospital
RS Kramat Lima,3.9,273,"-6.1865649,106.8423743,18",-6.1865649,106.8423743,hospital
RS Kramat 128,3.9,273,"-6.1855402,106.841513,17",-6.1855402,106.841513,hospital
RS Menteng Mitra Afia,3.6,246,"-6.1868957,106.83574,17",-6.1868957,106.83574,hospital
RS Mitra Keluarga Kemayoran,4.0,1117,"-6.1519598,106.8559248,17",-6.1519598,106.8559248,hospital
RS Murni Teguh Sudirman,4.0,209,"-6.2095398,106.8168955,17",-6.2095398,106.8168955,hospital
RS Panti Raharja,5.0,1,"-6.195209,106.8325161,17",-6.195209,106.8325161,hospital
RS Pertamina Jaya,4.0,369,"-6.1732937,106.8736188,17",-6.1732937,106.8736188,hospital
RS Primaya Evasari,4.2,671,"-6.1935465,106.8572092,17",-6.1935465,106.8572092,hospital
RS Prof. dr. Nizar,3.8,282,"3.1708704,101.6945788,17",3.1708704,101.6945788,hospital
RS Proklamasi,3.9,371,"-6.2084024,106.6279276,11",-6.2084024,106.6279276,hospital
RS Radjak Salemba,3.9,1202,"-6.1936839,106.8495195,17",-6.1936839,106.8495195,hospital
RS RE. Martadinata,5.0,4,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RS Sahid Sahirman,4.7,378,"-6.2098207,106.8165025,17",-6.2098207,106.8165025,hospital
RS Salemba Satu,4.4,166,"-6.1990958,106.8481028,17",-6.1990958,106.8481028,hospital
RS Yarsi Jakarta,4.5,621,"-6.1697669,106.8667308,17",-6.1697669,106.8667308,hospital
RSIA Angkasa,4.2,596,"-6.1801605,106.8170821,17",-6.1801605,106.8170821,hospital
RSIA Berkat Ibu,1.0,1,"-6.1873547,106.8438092,17",-6.1873547,106.8438092,hospital
RSIA Budi Kemuliaan,4.1,16,"-6.2084263,106.751543,13",-6.2084263,106.751543,hospital
RSIA Tambak,4.3,316,"-6.2062368,106.8459016,17",-6.2062368,106.8459016,hospital
RSIA YPK Mandiri,4.0,263,"-6.1913687,106.8253281,17",-6.1913687,106.8253281,hospital
RSUD Jagakarsa,3.0,5,"-6.3160208,106.809307,17",-6.3160208,106.809307,hospital
RSUD Jati Padang,4.1,274,"-6.2855433,106.8396894,17",-6.2855433,106.8396894,hospital
RSUD Kebayoran Baru,4.1,418,"-6.2655199,106.7960926,17",-6.2655199,106.7960926,hospital
RSUD Kebayoran Lama,4.7,686,"-6.2487219,106.783051,17",-6.2487219,106.783051,hospital
RSUD Mampang Prapatan,3.8,300,"-6.2405762,106.8243309,17",-6.2405762,106.8243309,hospital
RSUD Pesanggrahan,3.7,532,"-6.258125,106.7542631,17",-6.258125,106.7542631,hospital
RSUD Tebet,3.2,409,"-6.2316972,106.844064,17",-6.2316972,106.844064,hospital
RS Agung,3.0,422,"-6.2091019,106.843846,17",-6.2091019,106.843846,hospital
RS Ali Sibroh Malisi,3.4,381,"-6.3447513,106.8113011,17",-6.3447513,106.8113011,hospital
RS Aulia Jakarta,4.5,2262,"-6.3315821,106.8234635,17",-6.3315821,106.8234635,hospital
RS Avisena,4.1,75,"-6.2084024,106.6279276,11",-6.2084024,106.6279276,hospital
RS Bhayangkara Sespimma,3.7,3,"-6.2890101,106.7679326,17",-6.2890101,106.7679326,hospital
RS Brawijaya Duren Tiga,4.1,369,"-6.2533269,106.8385448,17",-6.2533269,106.8385448,hospital
RS Brawijaya Jakarta,4.6,1613,"-6.2245768,106.8453357,17",-6.2245768,106.8453357,hospital
RS Dharmawangsa,3.5,53,"-6.2551195,106.8000453,17",-6.2551195,106.8000453,hospital
RS dr. Suyoto Pusrehab Kemhan,3.9,15,"-6.2686839,106.7636885,17",-6.2686839,106.7636885,hospital
RS Gandaria,3.4,201,"-6.2440131,106.7880871,17",-6.2440131,106.7880871,hospital
RS Halimun,4.6,65,"-6.2063092,106.8313303,17",-6.2063092,106.8313303,hospital
RS Harapan Kartini,1.0,1,"-6.2856177,106.8145507,17",-6.2856177,106.8145507,hospital
RS Indah Medika,4.7,1665,"-6.229464,106.8456641,17",-6.229464,106.8456641,hospital
RS Jakarta,4.0,730,"-6.2084263,106.751543,13",-6.2084263,106.751543,hospital
RS Jakarta Medical Center,4.2,791,"-6.2713995,106.8276896,17",-6.2713995,106.8276896,hospital
RS Mayapada Jakarta,3.7,23,"-6.2976968,106.7830526,17",-6.2976968,106.7830526,hospital
RS Mayapada Kuningan,4.8,23,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RS Medistra,4.1,836,"-6.2397217,106.8312558,17",-6.2397217,106.8312558,hospital
RS MMC Jakarta,4.0,412,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RS Petukangan,3.6,295,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RS Prikasih,3.9,780,"-6.3147011,106.7912588,17",-6.3147011,106.7912588,hospital
RS Prof. dr. Moestopo,4.3,18,"-6.2591667,106.762554,17",-6.2591667,106.762554,hospital
RS Pusat Pertamina,4.1,911,"-6.2399349,106.7906262,17",-6.2399349,106.7906262,hospital
RS Setia Mitra,2.9,452,"-6.2812228,106.79326,17",-6.2812228,106.79326,hospital
RS Siaga Raya,4.6,490,"-6.2729066,106.836669,17",-6.2729066,106.836669,hospital
RS Siloam Asri,4.0,927,"-6.2544599,106.8297212,17",-6.2544599,106.8297212,hospital
RS Siloam Semanggi,3.9,2188,"-6.2190942,106.8146437,17",-6.2190942,106.8146437,hospital
RS Siloam TB Simatupang,4.2,1710,"-6.2922669,106.781868,17",-6.2922669,106.781868,hospital
RS Tebet,4.7,1664,"-6.2428049,106.8476129,17",-6.2428049,106.8476129,hospital
RS Tria Dipa,3.3,292,"-6.2508174,106.8393142,17",-6.2508174,106.8393142,hospital
RS Yadika Kebayoran Lama,4.1,312,"-6.2551136,106.7750808,17",-6.2551136,106.7750808,hospital
RSIA Andhika,4.2,652,"-6.3442407,106.8117397,17",-6.3442407,106.8117397,hospital
RSIA Asih,4.4,2113,"-6.2090242,106.5362179,11",-6.2090242,106.5362179,hospital
RSIA Budhi Jaya,4.0,142,"-6.2188959,106.8425055,17",-6.2188959,106.8425055,hospital
RSIA Kartini,4.0,472,"-6.2383065,106.7672563,17",-6.2383065,106.7672563,hospital
RSIA Kemang Medical Care,3.9,321,"-6.2861621,106.8166354,17",-6.2861621,106.8166354,hospital
RSIA Panti Nugeraha,3.0,5,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RSU Zahirah,3.3,636,"-6.3356887,106.8209434,17",-6.3356887,106.8209434,hospital
RSUD Cipayung,3.8,222,"-6.3072731,106.9028292,17",-6.3072731,106.9028292,hospital
RSUD Ciracas,3.5,289,"-6.345612,106.8712382,17",-6.345612,106.8712382,hospital
RSUD Kramatjati,3.9,424,"-6.2867267,106.8596962,17",-6.2867267,106.8596962,hospital
RSUD Matraman,3.0,5,"-6.2064522,106.8636286,17",-6.2064522,106.8636286,hospital
RS Adhyaksa,4.2,763,"-6.3078373,106.8901166,17",-6.3078373,106.8901166,hospital
RS Admira,3.6,454,"-6.1769511,106.8914289,17",-6.1769511,106.8914289,hospital
RS Al-Fauzan,4.1,72,"-6.2997227,106.8666778,17",-6.2997227,106.8666778,hospital
RS Antam Medika,3.8,460,"-6.1927555,106.9001282,17",-6.1927555,106.9001282,hospital
RS Bedah Rawamangun,3.4,184,"-6.1963893,106.8829418,17",-6.1963893,106.8829418,hospital
RS Bina Waluya,4.4,163,"-6.3083197,106.8680732,17",-6.3083197,106.8680732,hospital
RS Columbia Asia Pulomas,4.3,1466,"-6.1821006,106.888708,17",-6.1821006,106.888708,hospital
RS Dharma Nugraha,5.0,1,"-6.19649,106.8827791,17",-6.19649,106.8827791,hospital
RS dr. Esnawan Antariksa,4.5,838,"-6.2570286,106.8891622,17",-6.2570286,106.8891622,hospital
RS dr. Euis,4.2,16,"-6.2453788,106.9402988,17",-6.2453788,106.9402988,hospital
RS Duren Sawit,3.8,444,"-6.2317751,106.9071263,17",-6.2317751,106.9071263,hospital
RS Haji Jakarta,3.5,523,"-6.2898748,106.8867052,17",-6.2898748,106.8867052,hospital
RS Harapan Bunda,3.9,131,"-6.30196,106.8654551,17",-6.30196,106.8654551,hospital
RS Harapan Jayakarta,3.0,354,"-6.1949967,106.9036572,17",-6.1949967,106.9036572,hospital
RS Harum Sisma Medika,4.3,3,"-6.2479802,106.9073361,17",-6.2479802,106.9073361,hospital
RS Hermina Jatinegara,3.0,5,"-6.2207701,106.8623032,17",-6.2207701,106.8623032,hospital
RS Islam Jakarta Pondokkopi,3.9,98,"-6.22044,106.9378601,17",-6.22044,106.9378601,hospital
RS Islam Klender,3.7,134,"-6.2221307,106.9305396,17",-6.2221307,106.9305396,hospital
RS Jantung Jakarta,4.7,1307,"-6.2002569,106.8527538,17",-6.2002569,106.8527538,hospital
RS Kartika Pulomas,3.1,172,"-6.1761579,106.8825485,17",-6.1761579,106.8825485,hospital
RS Ketergantungan Obat,4.1,180,"-6.3469159,106.8698506,17",-6.3469159,106.8698506,hospital
RS Mediros,3.6,85,"-6.1798748,106.901146,17",-6.1798748,106.901146,hospital
RS Ridwan Meuraksa,3.2,11,"-6.2941843,106.8796939,17",-6.2941843,106.8796939,hospital
RS Olahraga Nasional,4.6,81,"-6.368591,106.8901863,17",-6.368591,106.8901863,hospital
RS Omni Pulomas,4.3,1010,"-6.1802355,106.8819336,17",-6.1802355,106.8819336,hospital
RS Pengayoman Cipinang,3.9,52,"-6.2151391,106.8810422,17",-6.2151391,106.8810422,hospital
RS Premier Jatinegara,3.5,544,"-6.2216352,106.8661001,17",-6.2216352,106.8661001,hospital
RS Pusdikkes,3.7,143,"-6.2767365,106.8665843,17",-6.2767365,106.8665843,hospital
RS SMEC Jakarta,4.0,182,"-6.2084215,106.7103404,12",-6.2084215,106.7103404,hospital
RS Universitas Kristen Indonesia,5.0,1,"-6.2497149,106.8711283,18",-6.2497149,106.8711283,hospital
RS Yadika Pondokbambu,4.2,913,"-6.2372115,106.8964661,17",-6.2372115,106.8964661,hospital
RSIA Alvernia Agusta,4.2,59,"-6.1937598,106.889023,17",-6.1937598,106.889023,hospital
RSIA Bunda Aliyah Pondokbambu,3.9,1424,"-6.2332843,106.894674,17",-6.2332843,106.894674,hospital
RSIA El-Shama,3.0,5,"-6.208428,106.7824432,15",-6.208428,106.7824432,hospital
RSIA Restu Kasih,3.4,1746,"-6.2655718,106.8639513,17",-6.2655718,106.8639513,hospital
RSIA Sammrie Basra,4.4,297,"-6.2293179,106.8946887,17",-6.2293179,106.8946887,hospital
RSIA Sayyida,4.1,201,"-6.2303997,106.9227888,17",-6.2303997,106.9227888,hospital
RSUD Cilincing,4.7,1502,"-6.1130193,106.9237312,17",-6.1130193,106.9237312,hospital
RSUD Pademangan,4.5,523,"-6.132825,106.8374721,17",-6.132825,106.8374721,hospital
RSUD Tanjungpriok,4.1,332,"-6.1162048,106.8862664,17",-6.1162048,106.8862664,hospital
RSUD Tugu Koja,4.5,795,"-6.127472,106.9045007,17",-6.127472,106.9045007,hospital
RS Atma Jaya,4.3,95,"-6.1261717,106.7901447,17",-6.1261717,106.7901447,hospital
RS Duta Indah,4.4,2025,"-6.1384578,106.7812044,17",-6.1384578,106.7812044,hospital
RS Hermina Podomoro,4.6,2288,"-6.1455087,106.8589036,17",-6.1455087,106.8589036,hospital
RS Islam Jakarta Sukapura,3.8,616,"-6.1397922,106.9182499,17",-6.1397922,106.9182499,hospital
RS Mitra Keluarga Kelapagading,4.5,3015,"-6.1520317,106.8947874,17",-6.1520317,106.8947874,hospital
RS Primasana,4.2,315,"-6.1142432,106.8871668,17",-6.1142432,106.8871668,hospital
RS Royal Progress,3.7,813,"-6.1393517,106.8629441,17",-6.1393517,106.8629441,hospital
RSIA Family,4.0,283,"-6.1336838,106.7879143,17",-6.1336838,106.7879143,hospital
RSIA Grand Family,4.2,421,"-6.1229641,106.7362202,17",-6.1229641,106.7362202,hospital
RSIA Santo Yusuf,3.4,132,"-6.1171359,106.878929,17",-6.1171359,106.878929,hospital
RSU Firdaus,3.9,614,"-6.1561594,106.9205989,17",-6.1561594,106.9205989,hospital
RSU Gading Pluit,4.0,647,"-6.166163,106.9133011,17",-6.166163,106.9133011,hospital
RSU Mulyasari,3.4,196,"-6.1290526,106.9039642,17",-6.1290526,106.9039642,hospital
RSU Pantai Indah Kapuk,4.2,1173,"-6.1117801,106.7503751,17",-6.1117801,106.7503751,hospital
RSU Pekerja,3.9,254,"-6.1451892,106.9206629,17",-6.1451892,106.9206629,hospital
RSU Pelabuhan Jakarta,3.0,572,"-6.124785,106.9151392,17",-6.124785,106.9151392,hospital
RSU Pluit,4.9,52,"-6.125994,106.7973562,17",-6.125994,106.7973562,hospital
RSU Port Medical Center,4.3,18,"-6.1098551,106.887434,17",-6.1098551,106.887434,hospital
RSU Puri Medika,3.6,537,"-6.1289453,106.887647,17",-6.1289453,106.887647,hospital
RSU Satya Negara,3.7,438,"-6.1388812,106.8589513,17",-6.1388812,106.8589513,hospital
RSU Sukmul Sisma Medika,3.5,257,"-6.112421,106.8795381,17",-6.112421,106.8795381,hospital
RSUD Kepulauan Seribu,4.4,33,"-5.7448429,106.6108718,17",-5.7448429,106.6108718,hospital
RS Darurat Pulau Sebaru,3.0,5,"-6.1742049,106.7416781,17",-6.1742049,106.7416781,hospital
